TEXT,RESULT
"Hingga ke hari ini, kita tidak diberi penjelasan sebenar bagaimana kecurian ini berlaku",Negative
"Malah jika didapati sesebuah syarikat gagal menjamin keselamatan maklumat peribadi, mungkin kontrak syarikat tersebut akan dibatalkan!",Positive
"Tetapi nampaknya sehingga kini semuanya masih berjalan seperti biasa, atau business as usual",Positive
saya telah membuat keputusan untuk mengambil tindakan undang-undang terhadap SKMM dan Nuemera atas kegagalan mereka menjamin keselamatan maklumat peribadi kita,Negative
Menteri kewangan dan perdana menteri memilih untuk mempersendakan prestasi ekonominya selama tiga bulan lalu sedangkan sepatutnya beliau harus menilai dirinya selama tempoh lima tahun,Negative
"Tidak ada apa yang patut dibanggakan oleh perdana menteri kita, yang pernah dilabel sebagai menteri kewangan paling buruk di Asia pada tahun 2015, kerana peningkatan kecil dalam nilai ringgit sejak beberapa bulan kebelakangan ini",Negative
Sedangkan beliau adalah dalang yang menyebabkan kejatuhan ringgit yang memalukan sejak lima tahun lalu,Negative
Saya mengucapkan terima kasih kepada Faisal di atas analisisnya yang 'superb' mengenai kerugian Mydin,Negative
Saya cadangkan supaya anda bertanya kepada rakyat untuk mendapatkan perspektif mereka (rakyat) memandangkan mereka lebih tahu,Neutral
Saya rasa orang ramai tidak mempunyai wang,Negative
Kejayaan HDB tidak dilaksanakan di Malaysia,Negative
"Ramai orang dalam industri ini sangat kecewa, dan orang ramai sepatutnya lebih kecewa",Negative
"Saya perasan beberapa projek dilaksanakan di tempat yang salah, dan harganya bagi saya bukan betul-betul murah",Negative
Tindakan OKS ini seolah-olah tidak menghormati 2 pemimpin negara dan boleh memberi imej buruk kepada mereka,Negative
"Memang itu tidak adil kepada pengundi yang berpendapat pembangkang akan membersihkan sistem pilihan raya dan mentadbir kerajaan progresif, tetapi inilah jenis ketidakadilan yang perlu diterima oleh rakyat dalam sebuah negara demokrasi",Negative
"Akhirnya, jumlah keluar mengundi yang rendah sememangnya petanda politik yang tidak sihat, walaupun tidak keluar mengundi tidak sama seperti pergi ke pusat pembuangan undi dan merosak undi",Negative
Berilah sebanyak mana Tan Sri sementara boleh. Tidak lama lagi ia akan berakhir #fb,Negative
"Polis datang ke rumah saya, untuk menyoal berkenaan status di Twitter itu dan siapakah yang saya maksudkan",Neutral
"Saya merujuk kepada situasi di mana saya mengatakan terlalu banyak gelaran Tan Sri dikurniakan, yang akan mengurangkan rasa hormat terhadap darjat itu",Negative
"Saya sudah jelaskan kepada polis, saya merujuk kepada perdana menteri yang terlalu banyak mengurniakan gelaran Tan Sri",Negative
"Saya percaya apabila perdana menteri kita sekarang, Datuk Seri Najib Razak, mendapat idea itu dan melihat bagaimana raja-raja Saudi mempertahankan kuasa mereka selama ini, dia merasakan ia idea yang bagus",Positive
Orang seperti saya dan Zaid tidak membesar dalam keadaan di mana pemimpin agama berpesan semua perkara itu,Neutral
"Berhubung masalah tanah simpanan, KKLW telah mengenal pasti kira-kira 134,490 hektar tanah melibatkan 853 perkampungan Orang Asli seluruh Malaysia yang diwartakan bagi menggelakkan berlaku pencerobohan dan pembalakan haram",Positive
Jadi untuk menyediakan kemudahan asas ini terlalu sukar dan kita beri keutamaan kepada yang berdaftar dahulu,Negative
Kita turut menganjurkan program berkaitan keusahawanan sebagai usaha meningkatkan pendapatan mereka sekali gus meringankan beban keluarga di masa hadapan,Positive
"Tempoh kepada lembaga siasatan ialah selama 3 bulan, tetapi saya percaya ia dapat dilakukan dalam masa yang lebih pendek",Positive
"Kalau dah bersara dan tiada kaitan lagi dengan Felda, kami akan gunakan tindakan sivil ke atas mereka",Positive
"Bakat ini bukan sahaja harus berpengetahuan, tetapi juga mampu membezakan mana yang betul dan salah, untuk menjalankan kajian mengenai sains bagi menambah baik kesejahteraan masyarakat dan bukan untuk keuntungan peribadi",Positive
"Bagi pembukaan KRIM 2.0 ini, kita akan meneruskan kerjasama dengan syarikat peruncitan KK Mart sebagai rakan strategik untuk menyalurkan barangan pada harga yang murah selain turut mempelawa penyertaan lebih ramai pembekal bagi memastikan bekalan sentiasa mencukupi",Positive
Kedai-kedai berkenaan (KR1M 2.0)  akan menggunakan label seperti ‘KK Mart KR1M 2.0’ bagi membezakan dengan kedai-kedai runcit yang lain,Neutral
"Di samping pelan transformasi, bagi memastikan mereka (pihak berkuasa tempatan) menyampaikan perkhidmatan seperti yang ditetapkan, kementerian saya juga melaksanakan Sistem Penarafan Bintang  bagi Pihak Berkuasa Tempatan",Positive
Penarafan ini membuat penilaian tentang kualiti perkhidmatan bandar yang disampaikan pihak berkuasa tempatan setiap dua tahun dan mereka perlu mencapai sekurang-kurangnya penarafan  empat bintang,Neutral
"Kementerian saya berusaha untuk menubuhkan Perbadanan Pengurusan Awam Kebangsaan bagi tujuan mengurus dan memelihara kualiti perumahan rakyat, di samping meningkatkan kualiti kehidupan penduduk B40",Positive
"Kami percaya, pihak yang menjalankan penipuan ini cuba untuk memperdaya responden menggunakan jenama Pos Malaysia tanpa kebenaran",Negative
"Justeru, kami menasihatkan orang ramai supaya mengabaikan kajian dalam talian ini",Positive
Kami tidak bertanggungjawab ke atas sebarang tuntutan berhubung skim yang tidak benar ini,Neutral
Saya mohon Menteri Besar atau EXCO turun ke Semenyih untuk menunjukkan rumah Selangorku yang sudah diduduki,Neutral
Berapa banyak rumah mampu milik yang dibina oleh Perbadanan Kemajuan Negeri Selangor (PKNS) seperti dibina Barisan Nasional di Bandar Baharu Bangi sebelum ini,Neutral
Mereka juga perlu menyatakan jumlah pembeli Rumah Selangorku yang berjaya atau yang sudah menandatangani perjanjian jual beli mengikut projek dan lokasi rumah,Neutral
"Seperti kebanyakan negara lain, kami menghadapi pelbagai cabaran dan berjaya menguruskan transformasi bandar yang berkembang dengan rancak",Positive
"Kami dibantu dengan asas ekonomi yang kukuh, Program Transformasi Ekonomi yang kerajaan saya laksanakan pada tahun 2010 mewujudkan 2.26 juta peluang pekerjaan, yang mana satu juta daripada itu adalah pekerjaan berpendapatan tinggi",Positive
Inflasi dan pengangguran pada paras rendah,Positive
Kami menurunkan defisit daripada 6.7 peratus pada tahun 2009 kepada tiga peratus pada tahun lalu,Positive
"Syukur dengan pendekatan (diambil kerajaan) yang kukuh dan pro-aktif, kami pulih dengan cepat daripada krisis global antara tahun 2008 hingga 2009, dan kami menikmati tempoh pertumbuhan yang kukuh",Positive
"Ia adalah bidang yang diabaikan pada masa lalu, kerana terlalu mengutamakan industri pembuatan kereta",Negative
Bandar kita perlu sesuai didiami dan juga lestari,Positive
"Memang betul peruntukan undang-undang sedia ada menerusi kanun keseksaan boleh digunakan dalam mengadili kesalahan gangguan seksual, namun ia memerlukan penambahbaikan dengan mewujudkan akta khusus",Neutral
"Janganlah kita sibuk meletakkan kesalahan terhadap aspek pemakaian wanita, sebaliknya berganding bahu memberikan penyelesaian bersifat menyeluruh dan tuntas",Positive
"Wakil PBM mana yang akan menyertai sidang setiap tahun tidak ditentukan kementerian saya atau dipengaruhi sesiapa, sebaliknya saringan dilaksana secara undian",Neutral
"Kalau belia yang mempunyai fahaman politik berbeza ingin menyertai PBM, justeru mereka dijemput untuk menyertai proses undian sama sebelum terpilih mewakili negeri masing-masing",Neutral
"Sebelum ini, produk peranti perubatan dimasukkan dalam Skim Pensijilan Halal bagi farmaseutikal, contohnya cecair digunakan dalam mesin haemodialisis yang dulunya dikategorikan sebagai produk farmaseutikal",Neutral
"Dengan pelaksanaan Akta Peranti Perubatan 2012 dan penubuhan Pihak Berkuasa Peranti Perubatan di bawah Kementerian Kesihatan, produk ini dikategorikan sebagai peranti perubatan",Neutral
"Justeru, industri yang sedia mengeluarkan produk peranti perubatan diiktiraf halal sememangnya menunggu pensijilan halal oleh JAKIM ini",Positive
"Perhimpunan ini akan menjadi platform semua badan pensijilan halal berkongsi pengalaman dan perkembangan terkini industri halal bukan berkaitan makanan semata-mata, tetapi sudah berkembang kepada barang gunaan seperti kosmetik dan farmaseutikal",Positive
Kita bersyukur apabila hasrat untuk melihat pendidikan agama terus berkembang di kawasan ini akan tercapai apabila mendapat maklumat bahawa peruntukan sudah diluluskan,Positive
"Selain itu, kita juga berhasrat untuk mewujudkan pembelajaran abad ke-21 apabila sekolah ini siap kelak",Positive
Ini bermakna segala kelengkapan di semua bilik darjah nanti akan mempunyai peralatan pendidikan yang terkini dan moden,Positive
"Malah, saya difahamkan oleh ahli PPBM yang pergi ke pejabat ROS untuk bertanya hal ini bahawa mereka dimaklumkan ada dokumen berkaitan PPBM hilang",negative
Ini yang saya pelik. Adakah ada campur tangan pihak tertentu? Saya minta pihak berkaitan menyiasat perkara ini,Positive
"Sebagai orang muda, kami kecewa dengan Dr Mahathir",Negative
Apabila kami masuk PPBM baru kami tahu betul,Positive
Dahulu kami tidak percaya apabila orang cakap Dr Mahathir seorang diktator,Positive
"Justeru, pelaburan dalam perbelanjaan modal bagi mengurangkan impak banjir adalah jauh lebih murah dalam jangka panjang daripada tindakan pemulihan bagi membaiki infrastruktur",Positive
"Keseluruhan peruntukan ini bukan untuk sekolah baharu saja, tapi juga untuk membina bangunan baharu, tambah bilik darjah dan sebagainya",Positive
"Kajian itu harus meliputi analisis permintaan, yang merangkumi pola demografi yang berbeza sama ada mukim yang terdiri daripada tanggungan muda dan keluarga, penduduk yang bekerja atau pesara dan pendapatan",Neutral
"Mengenai analisis bekalan, penilaian kesesuaian tanah perlu dilakukan termasuk pola penggunaan tanah dan zon tanah semasa",Neutral
Kami bukan hendak berlumba dengan warga internet dan laskar papan kekunci,Positive
Etika kami adalah memastikan maklumat yang diberi adalah tepat dan ini mengambil masa untuk didapati,Neutral
Kami menyiarkan berita berkaitan banjir sejak hari pertama lagi,Positive
kami akan terus menjalankan tugas kami secara profesional,Positive
Kepentingan pendidikan dan pemberdayaan generasi muda adalah penting,Positive
"Belia memainkan peranan penting membentuk masa depan, yang menyebabkan GMMF memperkenalkan inisiatif yang digerakkan bagi memperkasakan golongan belia melalui program nasional dan serantau",Positive
Hakikat bahawa plaintif (Anwar) hanya akan memberi butiran lanjut dan lebih baik mengenai dakwaan penipuan melalui pendedahan mempunyai kecacatan dan fatal,Negative
"Oleh itu, dakwaan plaintif terhadap defendan (kerajaan) tidak boleh sama sekali dianggap mempunyai unsur-unsur utama berhubung tindakan di bawah Seksyen 44 akta ini",Neutral
"Sekiranya pembiayaan ini mendapat sambutan yang tinggi, Bank Rakyat tidak menolak kemungkinan untuk menambah lagi jumlah peruntukan",Positive
"Program (SHIP) ini menyasarkan golongan berpendapatan pertengahan dengan pengalaman bekerja dalam bidang berkaitan, serta berumur bawah 40 tahun",Positive
Kerajaan mewujudkan pusat perkhidmatan ini untuk menjadi penghubung antara agensi kerajaan dengan rakyat di peringkat akar umbi supaya kita dapat membantu mereka menyelesaikan masalah yang dihadapi,Positive
"Melihat kepada pengalaman di seluruh negara, kebanyakan kes yang dirujuk kepada SITF adalah mereka yang memerlukan bantuan dalam bidang pendidikan, kebajikan, bantuan perubatan dan isu berkaitan kewarganegaraan",Positive
"Malaysia juga sedang memberi fokus terhadap dasar bandar kebangsaan serta perundangan, peraturan dan undang-undang bandar, perancangan dan reka bentuk bandar, ekonomi bandar dan kewangan perbandaran, di samping pelaksanaan tempatan",Positive
"Sekarang, kita serah kepada polis untuk melakukan siasatan penuh berhubung perkara ini",Positive
Pemantauan terhadap peket asal memang tiada sebarang tanda campuran bahan kimia asing,Positive
Bagaimanapun pemantauan akan terus dilakukan dari semasa ke semasa,Positive
"Walaupun terdapat kekurangan, kesemua mangsa dijaga dengan baik. Saya bagi lima bintang",Positive
Persoalan kedua ialah kawalan kepada aset yang ada pada 1MDB supaya ia diletakkan di bawah kawalan parlimen agar tidak terlepas kepada pihak lain,Neutral
"Dalam keadaan terdesak ini, mungkin kerajaan akan jual (aset itu) kepada mana-mana pihak sebab nak dapatkan duit",Negative
Bagi PAS aset ini perlu dikawal dan kita akui penyelesaian kepada isu 1MDB ini tak boleh selesai dengan hanya kita serah kepada dia (kerajaan),Positive
"Ada yang disembunyikan, dan itu yang dipercayai",Negative
"Dan kalau ini kita biar tergantung, tak diselesaikan, kita yakin kalau kita ambil kerajaan sekali pun, kita akan memikul bebanan sama.",Neutral
Jadi bebanan ini terpaksa dipikul pula oleh rakyat,Negative
"Maknanya, Kementerian Kewangan dan menteri perlu memberi laporan kepada parlimen supaya anggota parlimen dapat mengikuti setiap perkembangan dan tidak timbul masalah baru",Positive
Jalan keluarnya ialah menubuhkan suruhanjaya diraja untuk menyiasat,Positive
"Mungkin saya bukan pakar ekonomi tetapi kita membawa bersama pakar ekonomi dan mereka mendapat penjelasan, orang yang mengadu (di kalangan pembangkang lain) ini tak dapat penjelasan.",Positive
"Jadi apabila kita dapat penjelasan, kita berpuas hati dengan penjelasan, bukan dengan penyelewengan",Positive
"Pada pandangan PAS ada benda yang tidak betul (pada 1MDB) dan ia perlu disiasat, mesti diperbetulkan dan tubuh suruhanjaya diraja, kawal aset, hadapkan mereka ke muka pengadilan",Positive
"Cadangan saya mudah saja, semua pihak harus bertemu bukan sekadar menghentam dan kita bina persepsi yang (baik)",Positive
Saya takut persepsi salah kerana persepsi yang salah ini bukan setakat di dunia saja tetapi sampai akhirat,Positive
"Jadi, adalah lebih baik kita dapatkan maklumat yang betul sebelum kita menentang",Positive
Kerajaan kata isu ini diserahkan kepada SPRM,Neutral
"SPRM pula kata, serah kepada polis",Neutral
Polis pula kata (serah kepada) peguam negara,Neutral
Akhirnya ke mana sebenarnya isu ini?,Neutral
"Kalau kita tidak bersalah, kenapa kena takut",Positive
"Sebenarnya tradisi Kelantan menerima satu atau dua calon luar itu biasa, bukan perkara baru",Neutral
Begitu juga di Terengganu atau pun Kedah,Neutral
"Negeri ini menerima arahan parti, parti melihat ada keperluan maka perlu begitu",Neutral
Pada ketika ini kami tidak jelas di mana dia ditahan,Negative
Malangnya apabila sampai tadi IGP tak ada kerana katanya beliau terpaksa menghadiri Forum Bandar Sedunia,Neutral
"Masalahnya kalau dia dah tahu ada perjumpaah (WUF) ini, mengapa suruh saya datang hari ini?",Negative
"Pada saya ini tak betul, jemputan (dari WUF) mesti sudah dibuat sebulan lepas",Negative
Takkan dia tak tahu?,Negative
Pada saya ini cuma alasan,Negative
Nampaknya saya akan buat susulan dengan menulis kepada IGP dan menyatakan saya terkilan serta tak puas hati sebab gagal bertemu dengan dia,Negative
"Tujuan kita jumpa tak lain tak bukan, berkaitan isu ketua pengarah SPRM",Positive
Saya mahu tindakan diambil,Positive
"Laporan The Sun dan juga Utusan Malaysia secara jelas menyebut bahawa Felda telah mendapat kembali hak milik,",Neutral
"Semua geran ini diperolehi dengan menjejaki nombor-nombor geran hak milik, yang seterusnya membolehkan saya membeli setiap geran yang bernilai RM30 setiap satu",Neutral
"Maka apabila Shahrir mengumumkan pada 15 Januari yang lalu kononnya Felda telah memiliki kembali hak milik, apakah maksud beliau?",Neutral
Seolah-olah Shahrir sedang berusaha untuk menyelamatkan Felda,Positive
"Jika (bekas pengerusi Felda) Tan Sri Isa Samad ditahan dan diambil keterangan oleh Suruhanjaya Pencegahan Rasuah Malaysia (SPRM), mungkin SPRM selepas ini perlu memanggil Shahrir kerana hak milik bagi lot terbesar tanah dipindahkan ketika beliau sudah menjadi pengerusi",Positive
Ini bertujuan meyakinkan peneroka Felda dan orang Melayu kononnya pelbagai isu yang dibawakan oleh saya dan pimpinan Pakatan Harapan yang lain adalah tidak benar,Positive
Beliau (Shahrir) berkata pemindahan semula tanpa kos,Neutral
Siapa yang akan bayar duti setem kira-kira RM8 juta?,Neutral
Kebanyakan mereka hanya mengadu pasal dadah bukan pasal ketum,Neutral
"Apabila ditanya kenapa guna ketum, mereka kata nak hilangkan ketagihan pada dadah seperti (dadah jenis) pil kuda, heroin",Neutral
Saya rasa kita perlu ada alternatif kepada metadon dan mungkin ketum ini alternatifnya,Positive
Orang yang mengambil ketum mereka tak mengantuk macam orang yang ambil metadon,Positive
"Kita ada ramai penagih dadah, mungkin kita boleh guna ketum untuk rawat mereka",Positive
"Kalau kita boleh tangguhkan dulu untuk letak ketum di bawah Akta Dadah Berbahaya, kita boleh buat kajian tanpa batasan",Positive
"Selain dapat merawat penagih, kita juga boleh eksport ubat sirap (cairan) ketum dan menjana ekonomi negara kita",Positive
Sekarang pihak Risda nak berbincang untuk dikomersialkan,Positive
"Penoreh getah pun sekarang hidup susah, mungkin apabila dibenarkan (mengkomersialkan) ketum, mereka boleh eksport ketum yang telah dijadikan sabun",Positive
Ia boleh membantu peladang kecil dalam keadaan ekonomi tak baik sekarang ini,Positive
"Jika kerajaan beri kebenaran (untuk lakukan kajian) dan geran, kita boleh lakukan dan menjadikannya satu minuman sirap tradisional untuk meningkatkan tenaga, kesihatan",Positive
Kita boleh lakukannya tetapi lampu hijau tak ada,Neutral
"Kita telah ada orangnya (untuk buat kajian), kita ada pengalaman, kita ada mesin tetapi lesen tidak ada.",Negative
Kita telah cuba (untuk dapatkan kelulusan buat kajian terhadap ketum) beberapa tahun yang lalu,Neutral
"Rujuk perlembagaan kami, bahagian baru diluluskan kurang setahun, belum genap satu tahun, belum perlu ada mesyuarat agung",Neutral
Mereka yang buat aduan tak faham,Negative
Sampai sekarang belum ada satu cawangan yang (berusia) satu tahun,Neutral
"(Kenapa) timbalan perdana menteri bersandar kepada aduan, sama ada aduan itu kredible atau tidak, terpulang kepada ROS untuk tafsir",Negative
Ini tak disiasat oleh ROS,Negative
Kami adalah parti baru,Neutral
"Dengan mana-mana parti baru, akan ada masalah tetapi kami patuhi",Positive
ROS tidak bertindak balas apabila kami meminta nasihat,Negative
Kami tak dilayan langsung,Negative
"Persefahaman bersama perlu bagi mana-mana organisasi untuk berfungsi, ROS mesti memainkan peranan juga",Positive
"Parti Pribumi Bersatu Malaysia (BERSATU) akan bertanding 18 kerusi DUN, DAP 14 kerusi manakala AMANAH dan PKR masing-masing 12 kerusi",Neutral
Rapat raksasa akan diadakan pada sebelah malam di lokasi yang akan ditetapkan,Positive
"Satu jawatankuasa pula sudah diwujudkan bagi mengadakan Konvensyen HARAPAN, namun, tarikhnya belum diputuskan",Neutral
"Kalau bukan anggota parti, kami akan rujuk kes tersebut kepada peguam sama ada wujud tindakan jahat untuk memalukan atau fitnah",Positive
"Kalau mereka adalah anggota parti, sama ada mereka pegang jawatan atau tidak, kami akan serahkan kepada lembaga disiplin",Neutral
Saya fikir mereka ini tidak layak lagi jadi anggota parti,Negative
"Sesiapa yang memburukkan parti tanpa merujuk pucuk pimpinan, maka, kami anggap ini satu tindakan jahat dan kami akan ambil tindakan tegas",Positive
"Daripada menggunakan proses undang-undang, Rafizi juga menggunakan cerita separuh benar untuk memanipulasi masyarakat umum berhubung kes berkenaan",Neutral
Masalah sebenar ialah keengganan DAP untuk menyokong Hadi sebagai perdana menteri,Neutral
"Hadi berharap DAP juga akan menyokong dirinya sendiri sebagai calon perdana menteri Pakatan Rakyat, kerana PAS (tidak bersetuju) dengan Anwar",Neutral
"Ini mungkin permulaan tindakan Hadi untuk menghancurkan dan memusnahkan Pakatan Rakyat, yang berjaya dilakukannya selepas pilihan raya umum ke-13",Negative
Hari ini seorang paderi (pastor) dari sebuah negeri datang ke pejabat saya,Neutral
Dia membawa anaknya untuk menganut Islam di Perlis,Positive
Saya melahirkan rasa kagum dengan sikapnya,Positive
Saya mengucapkan terima kasih kepadanya,Positive
Saya hargai kehadiran beliau ke pejabat saya,Positive
Dia berkata itu satu cabaran yang dia kena hadapi namun dia menghormati pilihan anaknya,Positive
Gambar saya tidak siarkan untuk menjaga kepentingan semua pihak,Neutral
"Semua gerak kerja sulit ini tuan-tuan yang dibuat di peringkat-peringkat tertinggi, yang ramai ketua bahagian pun tak tau, ramai ketua pun tak tau",Negative
"Saya pun tak tau tuan-tuan, saya bagi tahu",Neutral
"Saya beritahu kepada pihak yang berkenaan, ada hakisan tanah dan rekahan di kawasan pakuan tanah",Neutral
Saya menasihatkan jika ada peresapan air maka laluannya perlu diubah,Positive
Saya juga meminta mereka membaiki rekahan dan juga memeriksa keadaan cerun dengan kerap,Positive
Tiada penambahbaikan dan tiada tindakan dilakukan,Negative
Jadi saya keluarkan memo,Positive
"Saya beritahu pengerusi dan ahli-ahli jawatankuasa saya, dan mereka bersetuju",Positive
Saya juga bimbang tentang pembaikan cerun,Negative
"Apabila kamu nampak ada sesuatu yang tidak kena, kamu mesti kata tempat itu tidak selamat.",Negative
Saya perlu berlaku benar pada diri saya dan 11 nyawa yang meninggal dunia,Positive
"Apabila kita nampak hakisan tanah dan rekahan, sudah tentu saya mahu mereka baiki",Positive
Saya minta mereka baiki masalah itu sebelum bina apa-apa,Positive
Ada yang tanya kenapa saya seorang penyibuk dan menghantar memo itu kepada mereka,Negative
Itu inisiatif saya,Positive
Saya hanya menjalankan tugas sebagai seorang pegawai keselamatan,Positive
"Setiap kali saya tonjolkan isu itu, plastik lah penyelesaiannya",Positive
"Sehinggakan saya rasa ‘okay lah, sebab kamu pakar dan kamu kata kamu sedang menanganinya, saya tidak akan menyibuk’ dan saya buat keputusan untuk tumpu pada kerja saya",Positive
Inkues yang dicadangkan itu selaras dengan keprihatinan yang orang ramai tunjukkan terhadap kes ini,Positive
"Bagaimanapun, pihak pendakwaraya mengarahkan siasatan lanjut ke atas kes ini",Neutral
Setakat ini mereka belum memberikan jawapan kepada cadangan inkues,Negative
Beliau sudah berubah dan komited terhadap agenda reformasi,Positive
Kerajaan juga sudah cukup memfitnahnya,Negative
Saluran apakah yang saya ada untuk mencari keadilan jika mahkamah tidak mahu mendengar tuntutan itu?,Negative
Sejumlah wang yang besar ada bertukar tangan,Negative
Tindakan OKS ini seolah-olah tidak menghormati 2 pemimpin negara dan boleh memberi imej buruk kepada mereka,Negative
"Jika ada akta, kita dapat beri garis panduan mengelakkan masalah itu daripada berlaku termasuk definisi dan prosedur memproses aduan berkaitan gejala itu",Positive
"Tribunal bukan sahaja mengendalikan kes gangguan seksual, tetapi berperanan memberi nasihat, cadangan serta laporan keberkesanan dari semasa ke semasa kepada kerajaan",Positive
Pendaftaran tidak dibuat oleh Felda tetapi PTG Kuala Lumpur.,Neutral
"Pada Februari, Felda meminta untuk kaveat di tanah itu tetapi kami tidak berjaya dan ditolak oleh PTG",Negative
"Apa yang Rafizi katakan ialah pendaftaran tanah itu dibuat pada Mac, ketika saya jadi pengerusi, tetapi kami juga tidak tahu atau diberitahu tentang pendaftaran plot itu",Neutral
Apa yang kami tahu ialah perjanjian jual beli,Neutral
Apa yang saya kata ialah pemaju menyerahkan dokumen penting kepada kami supaya kami dapat memindahkan pemilikan tanah itu kembali kepada Felda,Positive
"Ini bermakna untuk terus berkuasa di Johor, BN hanya perlu mengekalkan 26 kerusi utamanya dan menang tiga lagi kerus",Neutral
Prestasinya cemerlang di Johor,Positive
BN sapu bersih 10 daripada 12 PRU,Positive
"Prestasi BN ini tidak tertanding di negeri besar yang lain di Semenanjung seperti Selangor dan Perak, yang ditembusi oleh pembangkang dengan berkesan seawal 1969",Negative
"Ketika saya perdana menteri, Bank Negara beberapa kali berkembang secara fizikal",Positive
Tetapi tiada siapa dengar tentang harga yang dibayar untuk tanah itu,Negative
"Saya sangat marah pada Dr Mahathir Mohamad atas apa dia buat terhadap Anwar,",Negative
Saya fikir ia kerana saya boleh nampak beliau betul-betul berusaha untuk membetulkan kesilapannya pada usia 92 tahun,Positive
"Selepas 1999, sudah jadi tabiat untuk tidak mengundi BN kerana saya masih marah dengan kerajaan",Negative
"GST, harga barang mahal, isu integriti, pelaburan China, janji PRU13 yang tidak ditepati ditambah dengan pemecatan Muhyiddin Yassin dan Mukhriz Mahathir, antara alasan tambahan yang membuatkan pengundi sekarang marah",Negative
"Walaupun ada BR1M untuk B40, ia hanya seperti beri Panadol kepada pesakit kritikal",Negative
"Walaupun sesetengah bersyukur dengan bantuan diterima, lebih ramai percaya kerajaan patut buat lebih baik lagi.",Positive
Golongan belia pula marah kerana mereka tidak dapat cari pekerjaan setaraf kelayakan,Negative
"Walaupun pembangkang menjelaskan isu itu sejak bertahun lamanya, baru kini ia mula terkesan kerana Pakatan Harapan sekarang bersama Dr Mahathir dan Muhyiddin.",Positive
Saya benci dia ketika itu,Negative
Semua masalah kita hari ini disebabkan dia,Negative
Apa pendirian mereka terhadap tindakan afirmatif dan campur tangan kerajaan (dalam perniagaan),Neutral
Apakah model alternatif pembangkang dalam isu ini?,Neutral
Polisi ini dicipta untuk masyarakat luar bandar tetapi mereka masih miskin,Negative
"Jadi, perlu dasar awam baru diperkenalkan untuk benar-benar membebaskan golongan ini daripada kemiskinan",Positive
Tetapi dasar awam yang diperkenalkan seperti tidak membawa kita ke hadapan,Negative
Ada kebimbangan mengenai dasar awam dalam kalangan pengundi terutamanya di kawasan orang miskin luar bandar,Negative
“Sekarang tidak banyak perbincangan tentang dasar awam dan apakah perkara baharu yang akan memberikan kehidupan yang lebih baik kepada mereka,Neutral
Mereka kata mereka mahukan pendidikan yang baik untuk anak,Positive
"Mereka mahukan infrastruktur lebih baik supaya boleh tingkatkan produktiviti, bekalan air yang baik dan perkhidmatan pengangkutan",Positive
"Berbanding dengan negeri lain, pembangunan infrastruktur luar bandar masih lagi teruk",Negative
Mengapa kerajaan tidak bangkitkan isu ini?,Negative
Ini isu yang perlu diberi perhatian,Positive
Sebab itu pendidikan penting untuk meningkatkan kemahiran mereka,Positive
Ini cara untuk keluarkan mereka daripada kemiskinan,Positive
Memang terdapat Bantuan Rakyat 1Malaysia (BR1M) tetapi ia hanyalah pemberian tunai,Neutral
"Hal ini kerana tindakan sedemikian akan menambah baik nama, prestij, keyakinan dan penghormatan rakyat terhadap Dewan Rakyat dan bukan sebaliknya.",Positive
Tindakan Speaker tidak membenarkan usul dan soalan-soalan berkenaan skandal 1MDB dibentangkan atau ditanya memberi tanggapan bahawa beliau menjadi sekutu untuk menutup skandal rasuah,Negative
Pihak universiti digalakkan untuk menggunakan gamifikasi (gamification) dan kecerdasan buatan untuk memastikan kurikulum atau silibus pengajian dibuat lebih fleksibel dan organik.,Positive
"Selain itu, ruang pembelajaran yang berbeza juga wajar disediakan serta pentaksiran pelajar tanpa peperiksaan",Positive
Hubungan yang rapat ini penting dalam meningkatkan kebolehpasaran graduan agar dapat menepati kehendak industri selepas mereka bergraduasi,Positive
Harga tambang biasa Semenanjung ke Sabah dan Sarawak antara RM160 hingga boleh mencecah paling mahal RM800 di mana kajian Mavcom mendapati ia boleh naik sehingga lima kali ganda.,Negative
Jadi mereka (Mavcom) sedang merangka kajian tersebut untuk bekerjasama dengan pihak industri untuk mengurangkan kadar keuntungan yang mungkin kita akan turunkan kepada kadar sewajarnya,Positive
"Walaupun kita tiada angka buat masa ini berkaitan berapa jumlah hutang peminjam PTPTN, namun kita yakin tawaran kita boleh dilaksanakan kerana pemerintahan yang kita pimpin tak ada ketirisan.",Positive
"Apabila tiada ketirisan, peruntukan pasti akan cukup, sama juga dengan penyelewengan yang telah berlaku sejak 40 tahun lalu.",Negative
"Peruntukan yang sepatutnya RM2 bilion jadi RM4 bilion, yang RM6 bilion jadi RM12 bilion, ini yang sebabkan ketirisan.",Negative
"Kemudian kita akan menangani hasil-hasil tanpa cukai, hasil cukai dan sebagainya",Positive
"Mengambil contoh sepanjang pemerintahan Pas di beberapa negeri sebelum ini, walaupun peruntukan negeri disekat oleh kerajaan pusat, namun masih boleh mentadbir dengan baik.",Positive
"Malah di Terengganu dalam tempoh satu penggal kita memerintah, mampu untuk mansuhkan tol dan menjana pendapatan negeri kerana tiada ketirisan berlaku",Positive
Semalam saya sendiri telah membuat lawatan ke HKL dan kita masih belum dapat membuat sebarang kenyataan sehingga mendapat laporan rasmi daripada pihak bomba,Neutral
"Kita mengambil pengajaran daripada kejadian di Wang Kelian, Perlis pada 2015.",Positive
